OrderID,RouteHub,Latitude,Longitude,Volume,Status,Reason,BaselineTime,DelayTime,DelayedTime,ETA,AltPath,FinancialImpact,OrderDate,SourceWarehouse
DLV-56651,"Bhubaneswar, OD",20.2961,85.8245,110,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-93240,"Jamshedpur, JH",22.8046,86.2029,408,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-85653,"Ranchi, JH",23.3441,85.3096,603,At Risk,Heavy Highway Traffic,14.5,44,15.23,"Jun 5, 03:14 AM",NH Alt Routing,4508,2026-06-04,Patna HQ DC
DLV-65948,"Cuttack, OD",20.4625,85.883,374,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-95187,"Darbhanga, BR",26.1542,85.8918,224,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-84774,"Patna, BR",25.5941,85.1376,672,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-25608,"Patna, BR",25.5941,85.1376,108,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-60304,"Kolkata, WB",22.5726,88.3639,736,At Risk,Heavy Highway Traffic,18.7,31,19.22,"Jun 5, 07:13 AM",NH Alt Routing,3794,2026-06-04,Patna HQ DC
DLV-36944,"Shillong, ML",25.5788,91.8933,195,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-15080,"Darbhanga, BR",26.1542,85.8918,534,At Risk,Heavy Highway Traffic,10.4,32,10.93,"Jun 4, 10:56 PM",NH Alt Routing,2947,2026-06-04,Patna HQ DC
DLV-96525,"Bhagalpur, BR",25.2425,87.0135,388,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-15752,"Kolkata, WB",22.5726,88.3639,517,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 5, 06:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-45844,"Cuttack, OD",20.4625,85.883,743,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-41736,"Siliguri, WB",26.7271,88.3953,226,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-32764,"Gaya, BR",24.7914,85.0002,244,At Risk,Heavy Highway Traffic,10.5,36,11.1,"Jun 4, 11:06 PM",NH Alt Routing,1750,2026-06-04,Patna HQ DC
DLV-20086,"Durgapur, WB",23.5204,87.3119,322,At Risk,Heavy Highway Traffic,15.9,40,16.57,"Jun 5, 04:34 AM",NH Alt Routing,2412,2026-06-04,Patna HQ DC
DLV-78180,"Darbhanga, BR",26.1542,85.8918,268,At Risk,Heavy Highway Traffic,10.4,29,10.88,"Jun 4, 10:53 PM",NH Alt Routing,1514,2026-06-04,Patna HQ DC
DLV-85006,"Muzaffarpur, BR",26.1209,85.3647,570,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-43362,"Ranchi, JH",23.3441,85.3096,347,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-63575,"Gaya, BR",24.7914,85.0002,737,At Risk,Heavy Highway Traffic,10.5,51,11.35,"Jun 4, 11:21 PM",NH Alt Routing,6250,2026-06-04,Patna HQ DC
DLV-58809,"Cuttack, OD",20.4625,85.883,152,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-58881,"Kolkata, WB",22.5726,88.3639,425,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 5, 06:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-82027,"Kharagpur, WB",22.3302,87.3237,514,At Risk,Heavy Highway Traffic,19.3,38,19.93,"Jun 5, 07:56 AM",NH Alt Routing,3386,2026-06-04,Patna HQ DC
DLV-24432,"Darbhanga, BR",26.1542,85.8918,332,Delayed,Congested Highway / Toll Queue,10.4,75,11.65,"Jun 4, 11:39 PM",NH Alt Routing,4635,2026-06-04,Patna HQ DC
DLV-17110,"Shillong, ML",25.5788,91.8933,528,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-84969,"Bhubaneswar, OD",20.2961,85.8245,784,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-11614,"Siliguri, WB",26.7271,88.3953,775,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-88378,"Siliguri, WB",26.7271,88.3953,425,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-73323,"Kharagpur, WB",22.3302,87.3237,458,At Risk,Heavy Highway Traffic,19.3,38,19.93,"Jun 5, 07:56 AM",NH Alt Routing,3067,2026-06-04,Patna HQ DC
DLV-76000,"Siliguri, WB",26.7271,88.3953,588,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-65833,"Gaya, BR",24.7914,85.0002,321,Delayed,Congested Highway / Toll Queue,10.5,96,12.1,"Jun 5, 12:06 AM",NH Alt Routing,5774,2026-06-04,Patna HQ DC
DLV-94424,"Darbhanga, BR",26.1542,85.8918,175,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-62805,"Bhagalpur, BR",25.2425,87.0135,333,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-82772,"Muzaffarpur, BR",26.1209,85.3647,162,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-64008,"Cuttack, OD",20.4625,85.883,690,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-73763,"Kharagpur, WB",22.3302,87.3237,655,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-16963,"Kharagpur, WB",22.3302,87.3237,711,At Risk,Heavy Highway Traffic,19.3,32,19.83,"Jun 5, 07:50 AM",NH Alt Routing,3797,2026-06-04,Patna HQ DC
DLV-47936,"Muzaffarpur, BR",26.1209,85.3647,169,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-69591,"Darbhanga, BR",26.1542,85.8918,719,Delayed,Congested Highway / Toll Queue,10.4,121,12.42,"Jun 5, 12:25 AM",NH Alt Routing,14502,2026-06-04,Patna HQ DC
DLV-65467,"Durgapur, WB",23.5204,87.3119,284,Delayed,Congested Highway / Toll Queue,15.9,86,17.33,"Jun 5, 05:20 AM",NH Alt Routing,4696,2026-06-04,Patna HQ DC
DLV-67562,"Patna, BR",25.5941,85.1376,513,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-83842,"Cuttack, OD",20.4625,85.883,675,Delayed,Congested Highway / Toll Queue,34,109,35.82,"Jun 5, 11:49 PM",NH Alt Routing,12344,2026-06-04,Patna HQ DC
DLV-21335,"Asansol, WB",23.674,86.952,334,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-65307,"Durgapur, WB",23.5204,87.3119,217,In Transit,Clear & Optimal,15.9,0,15.9,"Jun 5, 03:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-85073,"Muzaffarpur, BR",26.1209,85.3647,511,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-85613,"Asansol, WB",23.674,86.952,661,At Risk,Heavy Highway Traffic,15.1,48,15.9,"Jun 5, 03:54 AM",NH Alt Routing,5335,2026-06-04,Patna HQ DC
DLV-93612,"Jamshedpur, JH",22.8046,86.2029,729,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-35911,"Bhubaneswar, OD",20.2961,85.8245,764,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-64977,"Hazaribagh, JH",23.9932,85.3622,719,Delayed,Congested Highway / Toll Queue,12.6,74,13.83,"Jun 5, 01:50 AM",NH Alt Routing,8869,2026-06-04,Patna HQ DC
DLV-86593,"Guwahati, AS",26.1445,91.7362,301,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-98737,"Patna, BR",25.5941,85.1376,325,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-59092,"Ranchi, JH",23.3441,85.3096,631,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-43063,"Kolkata, WB",22.5726,88.3639,489,Delayed,Congested Highway / Toll Queue,18.7,80,20.03,"Jun 5, 08:02 AM",NH Alt Routing,6828,2026-06-04,Patna HQ DC
DLV-82563,"Dhanbad, JH",23.7957,86.4304,164,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 5, 02:24 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-39787,"Puri, OD",19.8134,85.8315,572,Delayed,Congested Highway / Toll Queue,35.6,90,37.1,"Jun 6, 01:06 AM",NH Alt Routing,8802,2026-06-04,Patna HQ DC
DLV-54671,"Guwahati, AS",26.1445,91.7362,401,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-13434,"Puri, OD",19.8134,85.8315,298,In Transit,Clear & Optimal,35.6,0,35.6,"Jun 5, 11:36 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-87757,"Puri, OD",19.8134,85.8315,201,Delayed,Congested Highway / Toll Queue,35.6,82,36.97,"Jun 6, 12:58 AM",NH Alt Routing,3456,2026-06-04,Patna HQ DC
DLV-94698,"Darbhanga, BR",26.1542,85.8918,548,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-70301,"Jamshedpur, JH",22.8046,86.2029,676,At Risk,Heavy Highway Traffic,16.9,43,17.62,"Jun 5, 05:37 AM",NH Alt Routing,4876,2026-06-04,Patna HQ DC
DLV-26544,"Hazaribagh, JH",23.9932,85.3622,606,At Risk,Heavy Highway Traffic,12.6,49,13.42,"Jun 5, 01:25 AM",NH Alt Routing,5042,2026-06-04,Patna HQ DC
DLV-35641,"Bhagalpur, BR",25.2425,87.0135,197,Delayed,Congested Highway / Toll Queue,12.6,72,13.8,"Jun 5, 01:48 AM",NH Alt Routing,2992,2026-06-04,Patna HQ DC
DLV-61929,"Cuttack, OD",20.4625,85.883,307,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-92312,"Durgapur, WB",23.5204,87.3119,272,In Transit,Clear & Optimal,15.9,0,15.9,"Jun 5, 03:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-29450,"Cuttack, OD",20.4625,85.883,671,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-59009,"Durgapur, WB",23.5204,87.3119,136,In Transit,Clear & Optimal,15.9,0,15.9,"Jun 5, 03:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-43510,"Bhubaneswar, OD",20.2961,85.8245,273,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-27647,"Kolkata, WB",22.5726,88.3639,151,At Risk,Heavy Highway Traffic,18.7,30,19.2,"Jun 5, 07:12 AM",NH Alt Routing,1040,2026-06-04,Patna HQ DC
DLV-59659,"Durgapur, WB",23.5204,87.3119,787,In Transit,Clear & Optimal,15.9,0,15.9,"Jun 5, 03:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-98741,"Patna, BR",25.5941,85.1376,449,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-78941,"Dhanbad, JH",23.7957,86.4304,602,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 5, 02:24 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-20120,"Guwahati, AS",26.1445,91.7362,399,Delayed,Congested Highway / Toll Queue,37.7,69,38.85,"Jun 6, 02:51 AM",NH Alt Routing,4958,2026-06-04,Patna HQ DC
DLV-68401,"Darbhanga, BR",26.1542,85.8918,682,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-12485,"Shillong, ML",25.5788,91.8933,449,In Transit,Clear & Optimal,38.5,0,38.5,"Jun 6, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-72681,"Bhubaneswar, OD",20.2961,85.8245,508,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-29723,"Muzaffarpur, BR",26.1209,85.3647,724,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-28212,"Patna, BR",25.5941,85.1376,620,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-65278,"Bhubaneswar, OD",20.2961,85.8245,739,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-42733,"Puri, OD",19.8134,85.8315,552,In Transit,Clear & Optimal,35.6,0,35.6,"Jun 5, 11:36 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-31602,"Ranchi, JH",23.3441,85.3096,578,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-97018,"Asansol, WB",23.674,86.952,271,At Risk,Heavy Highway Traffic,15.1,38,15.73,"Jun 5, 03:44 AM",NH Alt Routing,2001,2026-06-04,Patna HQ DC
DLV-12500,"Durgapur, WB",23.5204,87.3119,611,In Transit,Clear & Optimal,15.9,0,15.9,"Jun 5, 03:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-53023,"Jamshedpur, JH",22.8046,86.2029,779,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-90628,"Asansol, WB",23.674,86.952,788,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-90557,"Asansol, WB",23.674,86.952,376,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-83672,"Hazaribagh, JH",23.9932,85.3622,417,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-51799,"Muzaffarpur, BR",26.1209,85.3647,507,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-85053,"Shillong, ML",25.5788,91.8933,279,At Risk,Heavy Highway Traffic,38.5,44,39.23,"Jun 6, 03:14 AM",NH Alt Routing,2369,2026-06-04,Patna HQ DC
DLV-85715,"Shillong, ML",25.5788,91.8933,695,At Risk,Heavy Highway Traffic,38.5,32,39.03,"Jun 6, 03:02 AM",NH Alt Routing,3720,2026-06-04,Patna HQ DC
DLV-68570,"Bhagalpur, BR",25.2425,87.0135,250,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-81633,"Cuttack, OD",20.4625,85.883,277,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-97304,"Bhubaneswar, OD",20.2961,85.8245,702,Delayed,Congested Highway / Toll Queue,34.4,84,35.8,"Jun 5, 11:48 PM",NH Alt Routing,9853,2026-06-04,Patna HQ DC
DLV-63228,"Jamshedpur, JH",22.8046,86.2029,403,At Risk,Heavy Highway Traffic,16.9,46,17.67,"Jun 5, 05:40 AM",NH Alt Routing,3333,2026-06-04,Patna HQ DC
DLV-57068,"Bhubaneswar, OD",20.2961,85.8245,456,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-11411,"Hazaribagh, JH",23.9932,85.3622,523,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-10241,"Guwahati, AS",26.1445,91.7362,404,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-36105,"Muzaffarpur, BR",26.1209,85.3647,187,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-22481,"Cuttack, OD",20.4625,85.883,776,In Transit,Clear & Optimal,34,0,34,"Jun 5, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-38366,"Siliguri, WB",26.7271,88.3953,750,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-90194,"Puri, OD",19.8134,85.8315,761,Delayed,Congested Highway / Toll Queue,35.6,116,37.53,"Jun 6, 01:32 AM",NH Alt Routing,14633,2026-06-04,Patna HQ DC
DLV-60820,"Darbhanga, BR",26.1542,85.8918,440,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-61638,"Guwahati, AS",26.1445,91.7362,199,In Transit,Clear & Optimal,37.7,0,37.7,"Jun 6, 01:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-27337,"Durgapur, WB",23.5204,87.3119,321,At Risk,Heavy Highway Traffic,15.9,28,16.37,"Jun 5, 04:22 AM",NH Alt Routing,1684,2026-06-04,Patna HQ DC
DLV-27580,"Durgapur, WB",23.5204,87.3119,303,At Risk,Heavy Highway Traffic,15.9,28,16.37,"Jun 5, 04:22 AM",NH Alt Routing,1609,2026-06-04,Patna HQ DC
DLV-73789,"Hazaribagh, JH",23.9932,85.3622,380,At Risk,Heavy Highway Traffic,12.6,45,13.35,"Jun 5, 01:21 AM",NH Alt Routing,3105,2026-06-04,Patna HQ DC
DLV-34097,"Ranchi, JH",23.3441,85.3096,347,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-16417,"Kolkata, WB",22.5726,88.3639,566,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 5, 06:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-64798,"Kharagpur, WB",22.3302,87.3237,645,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-56289,"Kolkata, WB",22.5726,88.3639,593,In Transit,Clear & Optimal,18.7,0,18.7,"Jun 5, 06:42 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-25836,"Gaya, BR",24.7914,85.0002,343,In Transit,Clear & Optimal,10.5,0,10.5,"Jun 4, 10:30 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-70303,"Muzaffarpur, BR",26.1209,85.3647,283,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-88425,"Kharagpur, WB",22.3302,87.3237,441,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-69270,"Darbhanga, BR",26.1542,85.8918,241,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-11146,"Asansol, WB",23.674,86.952,418,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-77399,"Muzaffarpur, BR",26.1209,85.3647,561,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-51186,"Darbhanga, BR",26.1542,85.8918,146,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-15660,"Bhubaneswar, OD",20.2961,85.8245,690,Delayed,Congested Highway / Toll Queue,34.4,68,35.53,"Jun 5, 11:32 PM",NH Alt Routing,7854,2026-06-04,Patna HQ DC
DLV-36361,"Asansol, WB",23.674,86.952,508,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-57037,"Siliguri, WB",26.7271,88.3953,425,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-90709,"Siliguri, WB",26.7271,88.3953,689,Delayed,Congested Highway / Toll Queue,17.6,78,18.9,"Jun 5, 06:54 AM",NH Alt Routing,8997,2026-06-04,Patna HQ DC
DLV-27394,"Siliguri, WB",26.7271,88.3953,596,In Transit,Clear & Optimal,17.6,0,17.6,"Jun 5, 05:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-57802,"Ranchi, JH",23.3441,85.3096,450,At Risk,Heavy Highway Traffic,14.5,48,15.3,"Jun 5, 03:18 AM",NH Alt Routing,3816,2026-06-04,Patna HQ DC
DLV-37841,"Durgapur, WB",23.5204,87.3119,644,In Transit,Clear & Optimal,15.9,0,15.9,"Jun 5, 03:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-32278,"Asansol, WB",23.674,86.952,765,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-25707,"Bhagalpur, BR",25.2425,87.0135,503,At Risk,Heavy Highway Traffic,12.6,22,12.97,"Jun 5, 12:58 AM",NH Alt Routing,1924,2026-06-04,Patna HQ DC
DLV-67523,"Guwahati, AS",26.1445,91.7362,198,At Risk,Heavy Highway Traffic,37.7,28,38.17,"Jun 6, 02:10 AM",NH Alt Routing,1168,2026-06-04,Patna HQ DC
DLV-34607,"Ranchi, JH",23.3441,85.3096,155,In Transit,Clear & Optimal,14.5,0,14.5,"Jun 5, 02:30 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-45389,"Kharagpur, WB",22.3302,87.3237,540,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-39618,"Kharagpur, WB",22.3302,87.3237,477,In Transit,Clear & Optimal,19.3,0,19.3,"Jun 5, 07:18 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-23194,"Dhanbad, JH",23.7957,86.4304,602,In Transit,Clear & Optimal,14.4,0,14.4,"Jun 5, 02:24 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-97526,"Asansol, WB",23.674,86.952,553,Delayed,Congested Highway / Toll Queue,15.1,69,16.25,"Jun 5, 04:15 AM",NH Alt Routing,6552,2026-06-04,Patna HQ DC
DLV-92305,"Gaya, BR",24.7914,85.0002,783,At Risk,Heavy Highway Traffic,10.5,52,11.37,"Jun 4, 11:22 PM",NH Alt Routing,6731,2026-06-04,Patna HQ DC
DLV-61772,"Darbhanga, BR",26.1542,85.8918,326,In Transit,Clear & Optimal,10.4,0,10.4,"Jun 4, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-74324,"Patna, BR",25.5941,85.1376,354,Delivered,Completed,0,0,0,Completed,Standard Routing,0,2026-06-04,Patna HQ DC
DLV-53219,"Hazaribagh, JH",23.9932,85.3622,300,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-98068,"Durgapur, WB",23.5204,87.3119,379,At Risk,Heavy Highway Traffic,15.9,33,16.45,"Jun 5, 04:27 AM",NH Alt Routing,2272,2026-06-04,Patna HQ DC
DLV-55762,"Jamshedpur, JH",22.8046,86.2029,329,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-23922,"Hazaribagh, JH",23.9932,85.3622,158,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-96106,"Jamshedpur, JH",22.8046,86.2029,227,In Transit,Clear & Optimal,16.9,0,16.9,"Jun 5, 04:54 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-91815,"Muzaffarpur, BR",26.1209,85.3647,673,In Transit,Clear & Optimal,10,0,10,"Jun 4, 10:00 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-10174,"Bhubaneswar, OD",20.2961,85.8245,787,In Transit,Clear & Optimal,34.4,0,34.4,"Jun 5, 10:24 PM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-71758,"Dhanbad, JH",23.7957,86.4304,589,Delayed,Congested Highway / Toll Queue,14.4,90,15.9,"Jun 5, 03:54 AM",NH Alt Routing,9032,2026-06-04,Patna HQ DC
DLV-31001,"Bhubaneswar, OD",20.2961,85.8245,236,Delayed,Congested Highway / Toll Queue,34.4,91,35.92,"Jun 5, 11:55 PM",NH Alt Routing,4313,2026-06-04,Patna HQ DC
DLV-31101,"Asansol, WB",23.674,86.952,553,In Transit,Clear & Optimal,15.1,0,15.1,"Jun 5, 03:06 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-97549,"Hazaribagh, JH",23.9932,85.3622,224,In Transit,Clear & Optimal,12.6,0,12.6,"Jun 5, 12:36 AM",Standard Routing,0,2026-06-04,Patna HQ DC
DLV-77175,"Dhanbad, JH",23.7957,86.4304,378,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77176,"Asansol, WB",23.674,86.952,320,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77177,"Asansol, WB",23.674,86.952,226,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77178,"Gaya, BR",24.7914,85.0002,145,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
